
0.00,-0.01,centro
0.37,-0.29,centro
0.37,-0.35,centro_izquierda
0.37,-0.31,centro_derecha
0.45,-0.34,centro
0.45,-0.46,centro_izquierda
0.45,-0.40,centro_derecha
0.55,-0.39,centro
0.55,-0.58,centro_izquierda
0.55,-0.52,centro_derecha
0.65,-0.44,centro
0.65,-0.59,centro_izquierda
0.65,-0.55,centro_derecha
0.75,-0.56,centro
0.75,-0.50,centro_izquierda
0.75,-0.50,centro_derecha
