Total_lineas_analizadas,EW_medio_fixed,EW_max_fixed,EW_min_fixed,EW_std_fixed,EW_medio_auto,Correlacion_metodos
621,0.08310838363423524,0.44276152158096316,0.001250407125664505,0.0748725359042305,0.042424641803995564,0.6062178416590942
