Wave,Area
4940.90451502,0.0
4940.91204809,0.0
4940.92523097,0.0
4940.93653058,0.0
4941.12109091,0.07875951782074929
4941.76328551,0.0033638593596825137
4942.46009491,0.0
4942.97234398,0.0
4942.97987705,0.0
4942.98741013,0.0
4942.99870974,0.0
4943.01189262,0.0
4943.02130896,0.0
4943.03260857,0.0
4943.04202492,0.0
4943.05897433,0.0
4943.06839068,0.0
4943.07592375,0.0
4943.69363586,0.11846995606120887
4944.88574491,0.0036414889014004977
4945.05335582,0.0
4945.06465543,0.0
4945.07783831,0.0
4945.08913792,0.0
4945.10043754,0.0
4945.11362042,0.0
4945.1268033,0.0
4945.13810291,0.0
4945.14563598,0.0
4945.15505233,0.0
4945.16635194,0.0
4945.19083443,0.0
4945.59385392,0.13307171917493188
4946.73134817,0.0036153598992572917
4947.09670229,0.0
4947.1080019,0.0
4947.11930151,0.0
4947.13436766,0.0
4947.14566727,0.0
4947.16261669,0.0
4947.17579957,0.0
4947.19086572,0.0
4947.20028206,0.0
4947.2040486,0.0
4947.20969841,0.0
4947.21723148,0.0
4947.23041436,0.0
4947.24359724,0.0
4947.25678012,0.0
4947.26807973,0.0
4947.46582294,0.003682364877078544
4948.15698253,0.0
4948.55246894,0.14331848165682262
4949.13439895,0.0
4949.14569856,0.0
4949.15323164,0.0
4949.16076471,0.0
4949.17018106,0.0
4949.18524721,0.0
4949.19466355,0.0
4949.21161297,0.0
4949.22479585,0.0
4949.23609546,0.0
4949.24739507,0.0
4949.26434449,0.0
4949.28129391,0.0
4949.29259352,0.0
4949.3057764,0.0
4949.3114262,0.0
4949.32272582,0.0
4949.33025889,0.0
4950.34910722,0.0036820990089026554
4951.10994775,0.0
4951.11936409,0.0
4951.13254698,0.0
4951.14196332,0.0
4951.1551462,0.0
4951.16267927,0.0
4951.17774542,0.0
4951.19469484,0.0
4951.20599445,0.0
4951.2154108,0.0
4951.2210606,0.0
4951.22671041,0.0
4951.23424348,0.0
4951.24365982,0.0
4951.25872597,0.0
4951.26814232,0.0
4951.27379212,0.0
4951.2813252,0.0
4951.29262481,0.0
4951.29827461,0.0
4951.30769096,0.0
4951.31899057,0.0
4951.32652364,0.0
4951.34535633,0.0
4952.11937974,0.14579927142921714
4952.43576887,0.003338342355365033
4952.91223584,0.0
4953.08737982,0.0
4953.09679616,0.0
4953.10432924,0.0
4953.10997904,0.0
4953.12504519,0.0
4953.14011134,0.0
4953.15329422,0.0
4953.16836037,0.0
4953.18154325,0.0
4953.18907633,0.0
4953.1966094,0.0
4953.20414247,0.0
4953.21920862,0.0
4953.22485843,0.0
4953.2323915,0.0
4953.23992458,0.0
4953.24369112,0.0
4953.25122419,0.0
4953.256874,0.0
4953.26064053,0.0
4953.27194015,0.0
4953.27947322,0.0
4953.29077283,0.0
4953.29830591,0.0
4953.30583898,0.0
4953.31713859,0.0
4953.3284382,0.0
4953.86705303,0.003712621960300104
4954.66932547,0.0037144457281382257
4954.7634889,0.0
4954.98759787,0.0
4954.99889748,0.0
4955.00643056,0.0
4955.01396363,0.0
4955.02149671,0.0
4955.02714651,0.0
4955.03656286,0.0
4955.04409593,0.0
4955.05539554,0.0
4955.06104535,0.0
4955.07799477,0.0
4955.08364457,0.0
4955.09117765,0.0
4955.09682745,0.0
4955.11001033,0.0
4955.13072629,0.0
4955.13449283,0.0
4955.1420259,0.0
4955.14955897,0.0
4955.15897532,0.0
4955.16839166,0.0
4955.17592474,0.0
4955.18157454,0.0
4955.19099088,0.0
4955.2022905,0.0
4955.21547338,0.0
4955.23053953,0.0
4955.23995587,0.0
4955.24372241,0.0
4955.24937221,0.0
4955.25690529,0.0
4955.27008817,0.0
4955.28515432,0.0
4955.29457066,0.0
4955.5864773,0.0
4956.39816608,0.0036726783714670923
4956.92171476,0.0
4956.92924784,0.0
4956.93866418,0.0
4956.94808052,0.0
4956.95938013,0.0
4956.97067975,0.0
4956.97821282,0.0
4956.98762916,0.0
4956.99327897,0.0
4957.00081204,0.0
4957.01211166,0.0
4957.01964473,0.0
4957.02906107,0.0
4957.03659415,0.0
4957.04977703,0.0
4957.05542683,0.0
4957.06107664,0.0
4957.07049298,0.0
4957.07990933,0.0
4957.08555913,0.0
4957.09497548,0.0
4957.10815836,0.0
4957.11380816,0.0
4957.12510777,0.0
4957.13075758,0.0
4957.14394046,0.0
4957.1533568,0.0
4957.16088988,0.0
4957.17218949,0.0
4957.1778393,0.0
4957.18913891,0.0
4957.20043852,0.0
4957.21173813,0.0
4957.21927121,0.0
4957.23245409,0.0
4957.25881985,0.0
4957.273886,0.0
4957.28330234,0.0
4957.92361367,0.0
4958.09875766,0.0037064671519707808
4958.48294446,0.0
4958.81439974,0.0
4958.83134916,0.0
4958.8407655,0.0
4958.84829857,0.0
4958.85583165,0.0
4958.86713126,0.0
4958.87466434,0.0
4958.88973048,0.0
4958.89726356,0.0
4958.90479663,0.0
4958.91797951,0.0
4958.92739586,0.0
4958.94057874,0.0
4958.94622854,0.0
4958.95187835,0.0
4958.95941142,0.0
4958.96882777,0.0
4958.97636084,0.0
4958.98577719,0.0
4958.99142699,0.0
4958.9970768,0.0
4959.00837641,0.0
4959.02344256,0.0
4959.03097563,0.0
4959.03850871,0.0
4959.05169159,0.0
4959.05922466,0.0
4959.07052427,0.0
4959.08559042,0.0
4959.10065657,0.0
4959.11195618,0.0
4959.11760599,0.0
4959.77110021,0.11192467689609231
4960.60350494,0.0
4960.61480455,0.0
4960.62610417,0.0
4960.64117032,0.0
4960.6543532,0.0
4960.660003,0.0
4960.66565281,0.0
4960.67506915,0.0
4960.68071896,0.0
4960.6901353,0.0
4960.69766837,0.0
4960.70708472,0.0
4960.71838433,0.0
4960.72968394,0.0
4960.74286682,0.0
4960.7560497,0.0
4960.76169951,0.0
4960.77111585,0.0
4960.77676566,0.0
4960.78994854,0.0
4960.80124815,0.0
4960.80878122,0.0
4960.8219641,0.0
4960.83326372,0.0
4960.84268006,0.0
4960.8520964,0.0
4960.86151275,0.0
4960.87092909,0.0
4960.87846216,0.0
4960.88787851,0.0
4960.90482792,0.0
4960.91989407,0.0
4960.92931042,0.0
4960.94061003,0.0
4960.94625983,0.0
4960.95755945,0.0
4960.96509252,0.0
4960.96885906,0.0
4960.97639213,0.0
4960.98392521,0.0
4960.99145828,0.0
4961.0084077,0.0
4961.41331046,0.12049805677997535
4962.22499924,0.057714688138031184
4962.27396422,0.0
4962.48677358,0.0
4962.49242338,0.0
4962.50183973,0.0
4962.51125607,0.0
4962.51690588,0.0
4962.53008876,0.0
4962.5395051,0.0
4962.55645452,0.0
4962.5752872,0.0
4962.58093701,0.0
4962.58847009,0.0
4962.60165297,0.0
4962.6054195,0.0
4962.61295258,0.0
4962.62048565,0.0
4962.629902,0.0
4962.63931834,0.0
4962.65061795,0.0
4962.65815102,0.0
4962.66756737,0.0
4962.67510044,0.0
4962.68640005,0.0
4962.69204986,0.0
4962.69769967,0.0
4962.7014662,0.0
4962.70899928,0.0
4962.72029889,0.0
4962.7259487,0.0
4962.74478138,0.0
4962.75043119,0.0
4962.76738061,0.0
4962.77114714,0.0
4962.77491368,0.0
4962.78433002,0.0
4962.7918631,0.0
4962.80127944,0.0
4962.81446232,0.0
4962.8219954,0.0
4962.83141174,0.0
4962.83894481,0.0
4962.84459462,0.0
4962.85589423,0.0
4962.86531057,0.0
4962.88602653,0.0
4962.93875805,0.0
4963.00655572,0.0
4963.02538841,0.0
4963.10071915,0.0
4963.12143511,0.0
4963.12896818,0.0
4964.28529513,0.0
4964.29847801,0.0
4964.30601108,0.0
4964.31542742,0.0
4964.3229605,0.0
4964.33237684,0.0
4964.33802665,0.0
4964.35120953,0.0
4964.36062587,0.0
4964.36815895,0.0
4964.37569202,0.0
4964.38510836,0.0
4964.39075817,0.0
4964.40205778,0.0
4964.41147412,0.0
4964.4190072,0.0
4964.42654027,0.0
4964.43595662,0.0
4964.4491395,0.0
4964.45290603,0.0
4964.46232238,0.0
4964.47173872,0.0
4964.47738853,0.0
4964.48868814,0.0
4964.49810448,0.0
4964.50375429,0.0
4964.50940409,0.0
4964.5150539,0.0
4964.52070371,0.0
4964.53576985,0.0
4964.54141966,0.0
4964.550836,0.0
4964.55836908,0.0
4964.56778542,0.0
4964.57155196,0.0
4964.5809683,0.0
4964.58661811,0.0
4964.59603445,0.0
4964.60168426,0.0
4964.60921733,0.0
4964.61863367,0.0
4964.62805002,0.0
4964.63369982,0.0
4964.65064924,0.0
4964.88229128,0.0
4964.91995666,0.0034084054364268376
4965.14971543,0.0
4965.36629132,0.0031679680466234813
4965.38512401,0.0031329231843179152
4966.05745091,0.0
4966.06498399,0.0
4966.07440033,0.0
4966.08569994,0.0
4966.09323302,0.0
4966.10076609,0.0
4966.11018243,0.0
4966.12336531,0.0
4966.12901512,0.0
4966.13654819,0.0
4966.14408127,0.0
4966.15538088,0.0
4966.16479722,0.0
4966.17421357,0.0
4966.18174664,0.0
4966.19304625,0.0
4966.19869606,0.0
4966.2081124,0.0
4966.21752875,0.0
4966.22129528,0.0
4966.22694509,0.0
4966.24201124,0.0
4966.24766104,0.0
4966.25519412,0.0
4966.26084392,0.0
4966.268377,0.0
4966.27591007,0.0
4966.28532642,0.0
4966.29097622,0.0
4966.30039257,0.0
4966.31169218,0.0
4966.32299179,0.0
4966.33617467,0.0
4966.35877389,0.0
4966.37007351,0.0
4966.37572331,0.0
4966.39078946,0.0
4966.40773888,0.0
4966.41715522,0.0
4966.43222137,0.0
4966.44352098,0.0
4966.45670386,0.0
4966.47177001,0.0
4966.47930309,0.0
4966.49248597,0.0
4966.4962525,0.0
4966.50566885,0.0
4966.51508519,0.0
4966.5263848,0.0
4966.54145095,0.0
4966.56593344,0.0
4966.58099959,0.0
4966.8747895,0.0032739372058393722
4966.93317083,0.003092995480792377
4967.7034277,0.0
4967.80700747,0.0
4967.82019035,0.0
4967.83148997,0.0
4967.84467285,0.0
4967.85597246,0.0
4967.86915534,0.0
4967.87668841,0.0
4967.88610476,0.0
4967.8955211,0.0
4967.90117091,0.0
4967.91058725,0.0
4967.92941994,0.0
4967.93883628,0.0
4967.94448608,0.0
4967.95201916,0.0
4967.96708531,0.0
4967.98026819,0.0
4967.99345107,0.0
4967.99910087,0.0
4968.01040049,0.0
4968.03676625,0.0
4968.04618259,0.0
4968.05559893,0.0
4968.06124874,0.0
4968.06878181,0.0
4968.07631489,0.0
4968.08384796,0.0
4968.09514758,0.0
4968.10268065,0.0
4968.11209699,0.0
4968.12151334,0.0
4968.12716314,0.0
4968.14034602,0.0
4968.15164563,0.0
4968.16294525,0.0
4968.17047832,0.0
4968.18177793,0.0
4968.38140441,0.0
4968.44355227,0.0035559080788512506
4968.80137331,0.10989901893026208
4969.21004261,0.003583659431695945
4969.28349008,0.0
4969.53019828,0.0
4969.54526442,0.0
4969.55656404,0.0
4969.56598038,0.0
4969.5829298,0.0
4969.59234614,0.0
4969.59987922,0.0
4969.60552902,0.0
4969.6187119,0.0
4969.62624498,0.0
4969.63189478,0.0
4969.63754459,0.0
4969.65261074,0.0
4969.66579362,0.0
4969.6789765,0.0
4969.6846263,0.0
4969.69215938,0.0
4969.69969245,0.0
4969.70722553,0.0
4969.71664187,0.0
4969.72982475,0.0
4969.73924109,0.0
4969.74677417,0.0
4969.75807378,0.0
4969.76749012,0.0
4969.7750232,0.0
4969.78820608,0.0
4969.79197262,0.0
4969.79950569,0.0
4969.8108053,0.0
4969.82398818,0.0
4969.8409376,0.0
4969.85600375,0.0
4969.86165356,0.0
4969.8710699,0.0
4969.87860297,0.0
4969.89178585,0.0
4969.9012022,0.0
4969.90873527,0.0
4969.92191815,0.0
4970.69405829,0.0036936115978361437
4971.21760697,0.0
4971.22702332,0.0
4971.2402062,0.0
4971.25150581,0.0
4971.26657196,0.0
4971.27787157,0.0
4971.28728791,0.0
4971.29293772,0.0
4971.30235406,0.0
4971.31365367,0.0
4971.31930348,0.0
4971.32683655,0.0
4971.33060309,0.0
4971.34378597,0.0
4971.35696885,0.0
4971.36826846,0.0
4971.37580154,0.0
4971.38710115,0.0
4971.39651749,0.0
4971.40970037,0.0
4971.42288325,0.0
4971.43041633,0.0
4971.43983267,0.0
4971.45113228,0.0
4971.46054863,0.0
4971.46996497,0.0
4971.48126458,0.0
4971.49256419,0.0
4971.498214,0.0
4971.50574707,0.0
4971.51328015,0.0
4971.52081322,0.0
4971.53587937,0.0
4971.54906225,0.0
4972.15170822,0.0036621884629366715
4972.57356039,0.06474359837221198
4972.80331916,0.0
4972.83345146,0.0
4972.88994952,0.0
4972.91631528,0.0
4972.92196509,0.0
4972.9332647,0.0
4972.94268104,0.0
4972.94833085,0.0
4972.95774719,0.0
4972.97281334,0.0
4972.98787949,0.0
4972.99729583,0.0
4973.00294564,0.0
4973.01236198,0.0
4973.02177833,0.0
4973.0293114,0.0
4973.03684447,0.0
4973.04249428,0.0
4973.05567716,0.0
4973.06697677,0.0
4973.07262658,0.0
4973.08015965,0.0
4973.08769273,0.0
4973.09710907,0.0
4973.10840868,0.0
4973.12724137,0.0
4973.13477444,0.0
4973.14795732,0.0
4973.16302347,0.0
4973.16867328,0.0
4973.17808962,0.0
4973.58299238,0.003699095745942871
4974.20070449,0.0037130536310130144
4974.302401,0.0
4974.41916365,0.0
4974.54910919,0.0
4974.5604088,0.0
4974.56794188,0.0
4974.57170841,0.0
4974.58112476,0.0
4974.5905411,0.0
4974.59807417,0.0
4974.60560725,0.0
4974.6206734,0.0
4974.63385628,0.0
4974.64703916,0.0
4974.6564555,0.0
4974.66775511,0.0
4974.67340492,0.0
4974.67905473,0.0
4974.69035434,0.0
4974.69977068,0.0
4974.70730375,0.0
4974.71860337,0.0
4974.72801971,0.0
4974.73555278,0.0
4974.75061893,0.0
4974.76003528,0.0
4974.76568508,0.0
4974.77510143,0.0
4974.78075123,0.0
4974.79958392,0.0
4974.92011311,0.0
4974.99167732,0.0037311090680061517
4975.56607425,0.12281082887751464
4975.65835442,0.0030150854519603175
4976.19885251,0.0
4976.21580193,0.0
4976.22145174,0.0
4976.22898481,0.0
4976.23463462,0.0
4976.24593423,0.0
4976.25158404,0.0
4976.25911711,0.0
4976.27229999,0.0
4976.2779498,0.0
4976.28548287,0.0
4976.30054902,0.0
4976.3137319,0.0
4976.32126498,0.0
4976.32879805,0.0
4976.34574747,0.0
4976.36458015,0.0
4976.37022996,0.0
4976.90319498,0.14609058653714946
4977.72994991,0.0036932129974163973
4978.02938963,0.0738719682638081
4978.21018342,0.0036969777279685857
4978.58118734,0.0
4978.59437022,0.0
4978.60002002,0.0
4978.60943637,0.0
4978.61696944,0.0
4978.63015232,0.0
4978.63580213,0.0
4978.64145193,0.0
4979.06142084,0.003694023760145794
4979.48892282,0.0036854392334203937
4979.79401234,0.003419386853742087
4980.04637034,0.0
4980.05766995,0.0
4980.06708629,0.0
4980.0783859,0.0
4980.08968552,0.0
4980.09345205,0.0
4980.10475166,0.0
4980.11605128,0.0
4980.12358435,0.0
4980.13111743,0.0
4980.1386505,0.0
4980.14995011,0.0
4980.16124972,0.0
4980.17066607,0.0
4980.18008241,0.0
4980.18761548,0.0
4980.1989151,0.0
4980.21209798,0.0
4980.22339759,0.0
4980.22904739,0.0
4980.24788008,0.0
4980.31944429,0.0
4980.36840927,0.0
4980.73941319,0.0036822770662863127
4981.45128874,0.0
4981.47577123,0.0
4981.48330431,0.0
4981.49272065,0.0
4981.49837045,0.0
4981.51155333,0.0
4981.51720314,0.0
4981.53415256,0.0
4981.5435689,0.0
4981.55486851,0.0
4981.56240159,0.0
4981.56805139,0.0
4981.57558447,0.0
4981.58123427,0.0
4981.58876735,0.0
4981.6038335,0.0
4981.61513311,0.0
4981.62643272,0.0
4981.63773233,0.0
4981.64903195,0.0
4981.65656502,0.0
4981.66598136,0.0
4981.67351444,0.0
4981.68104751,0.0
4981.69611366,0.0
4981.70553,0.0
4981.71306308,0.0
4981.72059615,0.0
4981.73189577,0.0
4981.73942884,0.0
4981.74884518,0.0
4981.75637826,0.0
4981.76391133,0.0
4981.90138994,0.0
4981.95977127,0.0037201303433522437
4982.58878299,0.0
4982.64339778,0.0
4982.90328886,0.0
4982.90893866,0.0
4982.91835501,0.0
4982.94095423,0.0
4982.9484873,0.0
4982.95413711,0.0
4982.96167018,0.0
4982.97108653,0.0
4982.97673633,0.0
4982.98426941,0.0
4982.99745229,0.0
4983.01063517,0.0
4983.02005151,0.0
4983.02946786,0.0
4983.04076747,0.0
4983.04830054,0.0
4983.05771688,0.0
4983.06148342,0.0
4983.06713323,0.0
4983.08031611,0.0
4983.08784918,0.0
4983.10103206,0.0
4983.10856514,0.0
4983.11798148,0.0
4983.12739782,0.0
4983.1405807,0.0
4983.15564685,0.0
4983.16694647,0.0
4983.17447954,0.0
4983.18201261,0.0
4983.18954569,0.0
4983.1951955,0.0
4983.20837838,0.0
4983.21779472,0.0
4983.22721106,0.0
4983.23851067,0.0
4983.27052624,0.0
4984.13682981,0.0
4984.15942904,0.0
4984.17449519,0.0
4984.1857948,0.0
4984.19332787,0.0
4984.21781036,0.0
4984.23099324,0.0
4984.3119738,0.0
4984.31950687,0.0
4984.32515668,0.0
4984.34022283,0.0
4984.35717224,0.0
4984.36470532,0.0
4984.37412166,0.0
4984.38165474,0.0
4984.38730454,0.0
4984.39107108,0.0
4984.40048742,0.0
4984.40425396,0.0
4984.4136703,0.0
4984.42308665,0.0
4984.43815279,0.0
4984.44568587,0.0
4984.46451856,0.0
4984.4795847,0.0
4984.49088432,0.0
4984.50030066,0.0
4984.50783373,0.0
