lambda,Area
406.4742,50.0175000000136
407.2888,38.45090000000789
413.3224,101.59920000000665
414.5037,44.090399999986175
426.1674,19.73449999999417
427.2963,324.1623000000024
430.9114,184.55849999999035
432.6979,443.48369999999716
438.4777,143.20030000005227
440.5988,168.9241000000103
