,,,-10.5299996E-3,-399.99997616E-3,,,,,-10.5299996E-3,-32.00000152E-3,
,,,-10.5200000E-3,-379.99999523E-3,,,,,-10.5200000E-3,-32.00000152E-3,
,,,-10.5100004E-3,-359.99998450E-3,,,,,-10.5100004E-3,-32.00000152E-3,
,,,-10.4999999E-3,-359.99998450E-3,,,,,-10.4999999E-3,-32.00000152E-3,
,,,-10.4900002E-3,-340.00000358E-3,,,,,-10.4900002E-3,-32.00000152E-3,
,,,-10.4799997E-3,-340.00000358E-3,,,,,-10.4799997E-3,-32.00000152E-3,
,,,-10.4700001E-3,-340.00000358E-3,,,,,-10.4700001E-3,-32.00000152E-3,
,,,-10.4600005E-3,-340.00000358E-3,,,,,-10.4600005E-3,-32.00000152E-3,
,,,-10.4499999E-3,-319.99999285E-3,,,,,-10.4499999E-3,-32.00000152E-3,
,,,-10.4400003E-3,-319.99999285E-3,,,,,-10.4400003E-3,-32.00000152E-3,
,,,-10.4299998E-3,-299.99998212E-3,,,,,-10.4299998E-3,-24.00000021E-3,
,,,-10.4200002E-3,-280.00000119E-3,,,,,-10.4200002E-3,-32.00000152E-3,
,,,-10.4099996E-3,-259.99999046E-3,,,,,-10.4099996E-3,-32.00000152E-3,
,,,-10.4000000E-3,-280.00000119E-3,,,,,-10.4000000E-3,-32.00000152E-3,
,,,-10.3900004E-3,-259.99999046E-3,,,,,-10.3900004E-3,-32.00000152E-3,
,,,-10.3799999E-3,-219.99999881E-3,,,,,-10.3799999E-3,-32.00000152E-3,
,,,-10.3700003E-3,-239.99999464E-3,,,,,-10.3700003E-3,-32.00000152E-3,
,,,-10.3599997E-3,-239.99999464E-3,,,,,-10.3599997E-3,-32.00000152E-3,
,,,-10.3500001E-3,-199.99998808E-3,,,,,-10.3500001E-3,-32.00000152E-3,
,,,-10.3400005E-3,-179.99999225E-3,,,,,-10.3400005E-3,-24.00000021E-3,
,,,-10.3300000E-3,-199.99998808E-3,,,,,-10.3300000E-3,-32.00000152E-3,
,,,-10.3200004E-3,-159.99999642E-3,,,,,-10.3200004E-3,-24.00000021E-3,
,,,-10.3099998E-3,-159.99999642E-3,,,,,-10.3099998E-3,-32.00000152E-3,
,,,-10.3000002E-3,-140.0000006E-3,,,,,-10.3000002E-3,-32.00000152E-3,
,,,-10.2899997E-3,-119.9999973E-3,,,,,-10.2899997E-3,-24.00000021E-3,
,,,-10.2800000E-3,-99.999994040E-3,,,,,-10.2800000E-3,-32.00000152E-3,
,,,-10.2700004E-3,-99.999994040E-3,,,,,-10.2700004E-3,-24.00000021E-3,
,,,-10.2599999E-3,-99.999994040E-3,,,,,-10.2599999E-3,-24.00000021E-3,
,,,-10.2500003E-3,-99.999994040E-3,,,,,-10.2500003E-3,-24.00000021E-3,
,,,-10.2399997E-3,-59.999998659E-3,,,,,-10.2399997E-3,-24.00000021E-3,
,,,-10.2300001E-3,-39.99999911E-3,,,,,-10.2300001E-3,-24.00000021E-3,
,,,-10.2200005E-3,-39.99999911E-3,,,,,-10.2200005E-3,-24.00000021E-3,
,,,-10.2100000E-3,-19.9999996E-3,,,,,-10.2100000E-3,-32.00000152E-3,
,,,-10.2000004E-3,-19.9999996E-3,,,,,-10.2000004E-3,-24.00000021E-3,
,,,-10.1899998E-3,0.0,,,,,-10.1899998E-3,-24.00000021E-3,
,,,-10.1800002E-3,0.0,,,,,-10.1800002E-3,-24.00000021E-3,
,,,-10.1699997E-3,39.99999911E-3,,,,,-10.1699997E-3,-32.00000152E-3,
,,,-10.1600001E-3,39.99999911E-3,,,,,-10.1600001E-3,-16.0000008E-3,
,,,-10.1500005E-3,39.99999911E-3,,,,,-10.1500005E-3,-24.00000021E-3,
,,,-10.1399999E-3,59.999998659E-3,,,,,-10.1399999E-3,-24.00000021E-3,
,,,-10.1300003E-3,59.999998659E-3,,,,,-10.1300003E-3,-16.0000008E-3,
,,,-10.1199998E-3,79.999998212E-3,,,,,-10.1199998E-3,-8.000000380E-3,
,,,-10.1100001E-3,99.999994040E-3,,,,,-10.1100001E-3,-16.0000008E-3,
,,,-10.1000005E-3,99.999994040E-3,,,,,-10.1000005E-3,-16.0000008E-3,
,,,-10.0900000E-3,119.9999973E-3,,,,,-10.0900000E-3,-16.0000008E-3,
,,,-10.0800004E-3,159.99999642E-3,,,,,-10.0800004E-3,-16.0000008E-3,
,,,-10.0699998E-3,140.0000006E-3,,,,,-10.0699998E-3,-16.0000008E-3,
,,,-10.0600002E-3,140.0000006E-3,,,,,-10.0600002E-3,-16.0000008E-3,
,,,-10.0499997E-3,179.99999225E-3,,,,,-10.0499997E-3,-16.0000008E-3,
,,,-10.0400001E-3,199.99998808E-3,,,,,-10.0400001E-3,-16.0000008E-3,
,,,-10.0300005E-3,199.99998808E-3,,,,,-10.0300005E-3,-16.0000008E-3,
,,,-10.0199999E-3,219.99999881E-3,,,,,-10.0199999E-3,0.0,
,,,-10.0100003E-3,219.99999881E-3,,,,,-10.0100003E-3,-8.000000380E-3,
,,,-9.999999776E-3,239.99999464E-3,,,,,-9.999999776E-3,-8.000000380E-3,
,,,-9.990000166E-3,259.99999046E-3,,,,,-9.990000166E-3,-8.000000380E-3,
,,,-9.979999624E-3,239.99999464E-3,,,,,-9.979999624E-3,-8.000000380E-3,
,,,-9.970000014E-3,259.99999046E-3,,,,,-9.970000014E-3,0.0,
,,,-9.960000403E-3,280.00000119E-3,,,,,-9.960000403E-3,0.0,
,,,-9.949999861E-3,299.99998212E-3,,,,,-9.949999861E-3,-8.000000380E-3,
,,,-9.940000251E-3,299.99998212E-3,,,,,-9.940000251E-3,0.0,
,,,-9.929999709E-3,319.99999285E-3,,,,,-9.929999709E-3,0.0,
,,,-9.920000099E-3,340.00000358E-3,,,,,-9.920000099E-3,0.0,
,,,-9.910000488E-3,340.00000358E-3,,,,,-9.910000488E-3,8.000000380E-3,
,,,-9.899999946E-3,340.00000358E-3,,,,,-9.899999946E-3,8.000000380E-3,
,,,-9.890000336E-3,359.99998450E-3,,,,,-9.890000336E-3,0.0,
,,,-9.879999794E-3,359.99998450E-3,,,,,-9.879999794E-3,0.0,
,,,-9.870000184E-3,359.99998450E-3,,,,,-9.870000184E-3,0.0,
,,,-9.859999642E-3,379.99999523E-3,,,,,-9.859999642E-3,8.000000380E-3,
,,,-9.850000031E-3,399.99997616E-3,,,,,-9.850000031E-3,8.000000380E-3,
,,,-9.840000421E-3,399.99997616E-3,,,,,-9.840000421E-3,8.000000380E-3,
,,,-9.829999879E-3,399.99997616E-3,,,,,-9.829999879E-3,8.000000380E-3,
,,,-9.820000269E-3,399.99997616E-3,,,,,-9.820000269E-3,8.000000380E-3,
,,,-9.809999727E-3,419.999986887E-3,,,,,-9.809999727E-3,16.0000008E-3,
,,,-9.800000116E-3,419.999986887E-3,,,,,-9.800000116E-3,8.000000380E-3,
,,,-9.790000506E-3,419.999986887E-3,,,,,-9.790000506E-3,16.0000008E-3,
,,,-9.779999964E-3,419.999986887E-3,,,,,-9.779999964E-3,16.0000008E-3,
,,,-9.770000353E-3,439.999997616E-3,,,,,-9.770000353E-3,16.0000008E-3,
,,,-9.759999812E-3,459.999978542E-3,,,,,-9.759999812E-3,16.0000008E-3,
,,,-9.750000201E-3,459.999978542E-3,,,,,-9.750000201E-3,16.0000008E-3,
,,,-9.739999659E-3,459.999978542E-3,,,,,-9.739999659E-3,24.00000021E-3,
,,,-9.730000049E-3,459.999978542E-3,,,,,-9.730000049E-3,16.0000008E-3,
,,,-9.720000438E-3,459.999978542E-3,,,,,-9.720000438E-3,24.00000021E-3,
,,,-9.709999897E-3,459.999978542E-3,,,,,-9.709999897E-3,24.00000021E-3,
,,,-9.700000286E-3,459.999978542E-3,,,,,-9.700000286E-3,24.00000021E-3,
,,,-9.689999744E-3,479.999989271E-3,,,,,-9.689999744E-3,24.00000021E-3,
,,,-9.680000134E-3,459.999978542E-3,,,,,-9.680000134E-3,24.00000021E-3,
,,,-9.670000523E-3,500.000000000E-3,,,,,-9.670000523E-3,24.00000021E-3,
,,,-9.659999982E-3,479.999989271E-3,,,,,-9.659999982E-3,24.00000021E-3,
