0	0.1835	0.0015	0	1	0	NAN	
0.05	0.1835	0.002	1	1	8.75E-5	NAN	
0.101	0.117	1.024	1	1	0.0262505	NAN	
0.151	0.2595	0.981	1	1	0.0763755	NAN	
0.201	0.385	0.7095	1	1	0.118638	NAN	
0.251	0.4835	0.4825	1	1	0.148438	NAN	
0.301	0.558	0.34	1	1	0.1690005	NAN	
0.351	0.6095	0.225	1	1	0.1831255	NAN	
0.401	0.645	0.1465	1	1	0.192413	NAN	
0.451	0.6695	0.0995	1	1	0.198563	NAN	
0.501	0.686	0.065	1	1	0.2026755	NAN	
0.551	0.697	0.047	1	1	0.2054755	NAN	
0.601	0.705	0.0285	1	1	0.207363	NAN	
0.651	0.7095	0.0225	1	1	0.208638	NAN	
0.701	0.713	0.0125	1	1	0.209513	NAN	
0.751	0.7155	0.009	1	1	0.2100505	NAN	
0.801	0.7165	0.0035	1	1	0.210363	NAN	
0.851	0.5155	-1.0235	1	1	0.184863	NAN	
0.901	0.151	-1.0235	1	1	0.133688	NAN	
0.951	-0.0345	-1.0235	1	1	0.082513	NAN	
1.001	-0.159	-1.0235	1	1	0.031338	NAN	
1.051	-0.2825	-0.7995	1	1	-0.014237	NAN	
1.101	-0.3875	-0.5755	1	1	-0.048612	NAN	
1.151	-0.467	-0.3985	1	1	-0.072962	NAN	
1.201	-0.5265	-0.298	1	1	-0.0903745	NAN	
1.251	-0.5685	-0.187	1	1	-0.1024995	NAN	
1.301	-0.6035	-0.116	1	1	-0.1100745	NAN	
1.351	-0.6185	-0.0865	1	1	-0.115137	NAN	
1.401	-0.632	-0.0605	1	1	-0.118812	NAN	
1.451	-0.6415	-0.0405	1	1	-0.121337	NAN	
1.501	-0.648	-0.022	1	1	-0.1228995	NAN	
1.551	-0.652	-0.0145	1	1	-0.123812	NAN	
1.601	-0.655	-0.011	1	1	-0.1244495	NAN	
1.651	-0.657	-0.004	1	1	-0.1248245	NAN	
1.701	-0.4755	1.024	1	1	-0.0993245	NAN	
1.751	-0.112	1.024	1	1	-0.0481245	NAN	
1.801	0.0655	1.024	1	1	0.0030755	NAN	
1.851	0.2055	1.024	1	1	0.0542755	NAN	
1.901	0.339	0.8155	1	1	0.100263	NAN	
1.951	0.448	0.568	1	1	0.1348505	NAN	
2.001	0.5305	0.3925	1	1	0.158863	NAN	
2.051	0.59	0.2655	1	1	0.175313	NAN	
2.101	0.631	0.178	1	1	0.1864005	NAN	
2.151	0.6605	0.123	1	1	0.1939255	NAN	
2.201	0.68	0.0875	1	1	0.199188	NAN	
2.251	0.6925	0.0575	1	1	0.202813	NAN	
2.301	0.7015	0.039	1	1	0.2052255	NAN	
2.351	0.708	0.028	1	1	0.2069005	NAN	
2.401	0.712	0.022	1	1	0.2081505	NAN	
2.451	0.714	0.0095	1	1	0.208938	NAN	
2.501	0.716	0.009	1	1	0.2094005	NAN	
2.551	0.5365	-1.0235	1	1	0.184038	NAN	
2.601	0.1725	-1.0235	1	1	0.132863	NAN	
2.651	-0.0215	-1.0235	1	1	0.081688	NAN	
2.701	-0.148	-1.0235	1	1	0.030513	NAN	
2.751	-0.2735	-0.833	1	1	-0.0158995	NAN	
2.801	-0.379	-0.5885	1	1	-0.051437	NAN	
2.851	-0.4615	-0.4165	1	1	-0.076562	NAN	
2.901	-0.522	-0.2845	1	1	-0.094087	NAN	
