0	0	-0.0005	0	1	0	NAN	
0.05	0.184	0.004	1	1	8.75E-5	NAN	
0.101	0.1585	1.024	1	1	0.0263015	NAN	
0.151	0.317	0.8385	1	1	0.072864	NAN	
0.201	0.439	0.5825	1	1	0.108389	NAN	
0.251	0.528	0.3425	1	1	0.131514	NAN	
0.301	0.591	0.258	1	1	0.1465265	NAN	
0.351	0.634	0.169	1	1	0.1572015	NAN	
0.401	0.6625	0.1125	1	1	0.164239	NAN	
0.451	0.682	0.076	1	1	0.1689515	NAN	
0.501	0.694	0.047	1	1	0.1720265	NAN	
0.551	0.703	0.034	1	1	0.1740515	NAN	
0.601	0.7085	0.021	1	1	0.1754265	NAN	
0.651	0.712	0.0135	1	1	0.176289	NAN	
0.701	0.714	0.0105	1	1	0.176889	NAN	
0.751	0.715	0.01	1	1	0.1774015	NAN	
0.801	0.717	0.003	1	1	0.1777265	NAN	
0.851	0.7175	0.0035	1	1	0.177889	NAN	
0.901	0.7175	0.002	1	1	0.1780265	NAN	
0.951	0.718	-0.0035	1	1	0.177989	NAN	
1.001	0.7185	-0.002	1	1	0.1778515	NAN	
1.051	0.719	0.0005	1	1	0.177814	NAN	
1.101	0.7185	-0.002	1	1	0.1777765	NAN	
1.151	0.7185	-0.0025	1	1	0.177664	NAN	
1.201	0.7185	-1.0235	1	1	0.152014	NAN	
1.251	0.2355	-1.0235	1	1	0.100839	NAN	
1.301	0.0085	-1.0235	1	1	0.049664	NAN	
1.351	-0.1215	-1.0235	1	1	-0.001511	NAN	
1.401	-0.2475	-0.8845	1	1	-0.049211	NAN	
1.451	-0.358	-0.6375	1	1	-0.087261	NAN	
1.501	-0.4445	-0.4485	1	1	-0.114411	NAN	
1.551	-0.509	-0.311	1	1	-0.1333985	NAN	
1.601	-0.5565	-0.2135	1	1	-0.146511	NAN	
1.651	-0.5895	-0.144	1	1	-0.1554485	NAN	
1.701	-0.6135	-0.0905	1	1	-0.161311	NAN	
1.751	-0.6275	-0.066	1	1	-0.1652235	NAN	
1.801	-0.638	-0.045	1	1	-0.1679985	NAN	
1.851	-0.646	-0.026	1	1	-0.1697735	NAN	
1.901	-0.6505	-0.0275	1	1	-0.171111	NAN	
1.951	-0.6535	-0.0125	1	1	-0.172111	NAN	
2.001	-0.656	-0.008	1	1	-0.1726235	NAN	
2.051	-0.657	-0.005	1	1	-0.1729485	NAN	
2.101	-0.658	-0.0005	1	1	-0.173086	NAN	
2.151	-0.659	-0.003	1	1	-0.1731735	NAN	
2.201	-0.659	-0.0025	1	1	-0.173311	NAN	
2.251	-0.6595	-0.003	1	1	-0.1734485	NAN	
2.301	-0.66	0.001	1	1	-0.1734985	NAN	
2.351	-0.66	-0.003	1	1	-0.1735485	NAN	
2.401	-0.66	-0.003	1	1	-0.1736985	NAN	
2.451	-0.224	1.024	1	1	-0.1481735	NAN	
2.501	0.007	1.024	1	1	-0.0969735	NAN	
2.551	0.1475	1.024	1	1	-0.0457735	NAN	
2.601	0.2875	0.9245	1	1	0.002939	NAN	
2.651	0.407	0.65	1	1	0.0423015	NAN	
2.701	0.5	0.454	1	1	0.0699015	NAN	
2.751	0.5685	0.312	1	1	0.0890515	NAN	
2.801	0.616	0.2095	1	1	0.102089	NAN	
2.851	0.65	0.1385	1	1	0.110789	NAN	
2.901	0.673	0.0955	1	1	0.116639	NAN	
