0	0.1795	0.0005	0	1	0	NAN	
0.051	0.18	0.001	1	1	3.825E-5	NAN	
0.101	0.246	1.024	1	1	0.02566325	NAN	
0.151	0.286	1.016	1	1	0.07666325	NAN	
0.201	0.319	0.937	1	1	0.12548825	NAN	
0.251	0.3485	0.8665	1	1	0.17057575	NAN	
0.301	0.376	0.7965	1	1	0.21215075	NAN	
0.351	0.4025	0.73	1	1	0.25031325	NAN	
0.401	0.429	0.662	1	1	0.28511325	NAN	
0.451	0.455	0.595	1	1	0.31653825	NAN	
0.501	0.4805	0.5315	1	1	0.34470075	NAN	
0.551	0.505	0.4715	1	1	0.36977575	NAN	
0.601	0.5275	0.4195	1	1	0.39205075	NAN	
0.651	0.235	-1.0235	1	1	0.37695075	NAN	
0.701	-0.064	-1.0235	1	1	0.32577575	NAN	
0.751	-0.1415	-1.0235	1	1	0.27460075	NAN	
0.801	-0.1875	-1.0235	1	1	0.22342575	NAN	
0.851	-0.224	-1.0235	1	1	0.17225075	NAN	
0.901	-0.255	-0.9655	1	1	0.12252575	NAN	
0.951	-0.283	-0.8945	1	1	0.07602575	NAN	
1.001	-0.3065	-0.8385	1	1	0.03270075	NAN	
1.051	-0.3295	-0.7825	1	1	-0.00782425	NAN	
1.101	-0.35	-0.731	1	1	-0.04566175	NAN	
1.151	-0.37	-0.6675	1	1	-0.08062425	NAN	
1.201	-0.389	-0.6325	1	1	-0.11312425	NAN	
1.251	-0.407	-0.585	1	1	-0.14356175	NAN	
1.301	-0.4245	0.8815	1	1	-0.13614925	NAN	
1.351	0.108	1.024	1	1	-0.08851175	NAN	
1.401	0.188	1.024	1	1	-0.03731175	NAN	
1.451	0.2345	1.024	1	1	0.01388825	NAN	
1.501	0.2725	1.024	1	1	0.06508825	NAN	
1.551	0.306	0.974	1	1	0.11503825	NAN	
1.601	0.3365	0.8985	1	1	0.16185075	NAN	
1.651	0.365	0.827	1	1	0.20498825	NAN	
1.701	0.392	0.7585	1	1	0.24462575	NAN	
1.751	0.418	0.693	1	1	0.28091325	NAN	
1.801	0.445	0.624	1	1	0.31383825	NAN	
1.851	0.471	0.555	1	1	0.34331325	NAN	
1.901	0.4955	0.4915	1	1	0.36947575	NAN	
1.951	0.5185	0.431	1	1	0.39253825	NAN	
2.001	-0.0165	-1.0235	1	1	0.37772575	NAN	
2.051	-0.124	-1.0235	1	1	0.32655075	NAN	
2.101	-0.1775	-1.0235	1	1	0.27537575	NAN	
2.151	-0.2155	-1.0235	1	1	0.22420075	NAN	
2.201	-0.248	-0.979	1	1	0.17413825	NAN	
2.251	-0.277	-0.909	1	1	0.12693825	NAN	
2.301	-0.3025	-0.845	1	1	0.08308825	NAN	
2.351	-0.3255	-0.7915	1	1	0.04217575	NAN	
2.401	-0.3485	-0.7345	1	1	0.00402575	NAN	
2.451	-0.3685	-0.6855	1	1	-0.03147425	NAN	
2.501	-0.389	-0.6315	1	1	-0.06439925	NAN	
2.551	-0.407	-0.586	1	1	-0.09483675	NAN	
2.601	-0.425	-0.539	1	1	-0.12296175	NAN	
2.651	0.039	1.024	1	1	-0.11083675	NAN	
2.701	0.1605	1.024	1	1	-0.05963675	NAN	
2.751	0.216	1.024	1	1	-0.00843675	NAN	
2.801	0.256	1.024	1	1	0.04276325	NAN	
2.851	0.292	1.007	1	1	0.09353825	NAN	
2.901	0.3235	0.933	1	1	0.14203825	NAN	
2.951	0.352	0.8585	1	1	0.18682575	NAN	
3.001	0.379	0.795	1	1	0.22816325	NAN	
3.051	0.405	0.726	1	1	0.26618825	NAN	
3.101	0.4305	0.662	1	1	0.30088825	NAN	
3.151	0.4565	0.5955	1	1	0.33232575	NAN	
3.201	0.482	0.53	1	1	0.36046325	NAN	
3.251	0.5055	0.4705	1	1	0.38547575	NAN	
3.301	0.0825	-1.0235	1	1	0.37165075	NAN	
