Total_lineas_analizadas,EW_medio_fixed,EW_max_fixed,EW_min_fixed,EW_std_fixed,EW_medio_auto,Correlacion_metodos
37,0.01370373107012742,0.033151708417778016,0.004301126286424672,0.007727325063598787,0.0032251744914936825,0.4731155750988757
